PMID,ISSN,JournalTitle,ISOAbbreviation,ArticleTitle,Authors,Year,Month,Day
15363,0044-3409,Zeitschrift fur Psychologie mit Zeitschrift fur angewandte Psychologie,Z Psychol Z Angew Psychol,[Biophysical modeling of memory and its bionic aspects].,"Kraizmer, L P, LP",1976,NA,NA
15364,1433-6251,ZFA. Zeitschrift fur Allgemeinmedizin,ZFA (Stuttgart),[Legal responsibility of the physician for the activities and behavior of medical-assistant personnel].,"Zimmermann, W, W",1977,Feb,20
15365,1433-6251,ZFA. Zeitschrift fur Allgemeinmedizin,ZFA (Stuttgart),[Significance of the Gastrotest in the analysis of gastric secretion].,"Hunold, W, W",1977,Feb,20
15366,0042-4609,Vestnik dermatologii i venerologii,Vestn Dermatol Venerol,[Mycotoxicoses].,"Leshchenko, V M, VM",1976,Dec,NA
15367,0042-4609,Vestnik dermatologii i venerologii,Vestn Dermatol Venerol,[Effect of various stimulants on skin reactivity of guinea pigs].,"Avdonin, A D, AD",1976,Sep,NA
15368,0048-4733,Annals of the Medical Section of the Polish Academy of Sciences,Ann Med Sect Pol Acad Sci,The effect Escherichia coli lipopolysaccharide (endotoxin) on the graft-versus-host reaction in mice (IV).,"Skopinska, E, E",1976,NA,NA
15369,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Effect of methylergometrine on the secretory function of the breasts].,"Bakhalova, N V, NV",NA,NA,NA
15370,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Morphological characteristics of myocardial hypertrophy].,"Iazmal'ian, S O, SO; Daniarova, A, A",NA,NA,NA
15371,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Study of human and mouse amyloid fibrils in vitro].,"Kapinus, L N, LN; Rukosuev, V S, VS; Baranov, V N, VN; Shirliuk, T A, TA; Nanaev, A K, AK",NA,NA,NA
15372,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Effect of different periods of high mountain adaptation on the course of experimental heterotransfusion shock].,"Tilis, A Iu, AIu; Kadyraliev, A K, AK; Kaziev, A K, AK",NA,NA,NA
15373,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Bacteriological diagnosis of vibrios].,"Makarov, A M, AM",NA,NA,NA
15374,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Data on a study of the effect of local factors on the epidemic process of intestinal infections. (I. Complex methodology of the study)].,"Mineeva, R M, RM; Kochorbaev, T K, TK; Akmatov, Sh A, ShA; Matveeva, G E, GE; Abylgaziev, B A, BA",NA,NA,NA
15375,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Detectability of the meningococcal carrier state in child preschool collectives].,"Zotova, A B, AB; Bekker, E Ia, EIa",NA,NA,NA
15376,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Urgent problems in introducing scientific research into the practice of public health in light of the decisions of the 25th Congress of the CPSU].,"Petros'iants, V A, VA",NA,NA,NA
15377,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Clinical characteristics of acute gastrointestinal diseases of Proteus etiology in young children].,"Zlatkovskaia, N M, NM; Penner, Ia D, IaD; Rakipova, F B, FB; Asanaliev, I I, II; Filinov, V A, VA",NA,NA,NA
15378,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Study of the toxic properties of Ferula Ieshke extract].,"Aldashev, A A, AA; Rakhimova, I A, IA",NA,NA,NA
15379,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Characteristics of rehabilitation in severe burns].,"Aralbaev, T A, TA",NA,NA,NA
15380,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Electroroentgenography].,"Katkov, G E, GE",NA,NA,NA
15381,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Work experience with the centralization of auxillary services at the Osh Province Hospital].,"Sergeev, V P, VP",NA,NA,NA
15382,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Casuistics of massive intracranial hemorrhages in extracerebral brain tumors].,"Murzaliev, A M, AM; Nikolenko, A I, AI",NA,NA,NA
15383,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[The unusual case of isolation of the Sonne dysentery agent from carious teeth].,"Kochorbaev, T K, TK; Mamytov, A M, AM",NA,NA,NA
15384,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Dissecting aneurysm of the aorta (a review of the literature)].,"Liamtsev, V T, VT",NA,NA,NA
15385,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,"[Development of the ""Scheduled Immunization of Child Contingents"" subsystem of the ""Kirghiz SSR Epidemiological Service"" ACS].","Eroshenko, V Sh, VSh; Uderman, A A, AA; Misurenko, N K, NK",NA,NA,NA
15386,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Salim Dzhangirovich Rafibekov (on his 60th birthday)].,,NA,NA,NA
15389,0300-9688,"Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe A: Medizinische Mikrobiologie und Parasitologie",Zentralbl Bakteriol Orig A,Age-dependent resistance of chicken of Salmonella in vitro: antibacterial activity of lysed granule fraction of splenic adherent cells.,"Kodama, H, H; Mikami, T, T; Sato, G, G",1977,NA,NA
15387,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Khamid Khudaĭberdievich Ruziev (on his 70th birthday)].,,NA,NA,NA
15390,0300-9688,"Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe A: Medizinische Mikrobiologie und Parasitologie",Zentralbl Bakteriol Orig A,[Pigment Formation by Trichophyton rubrum: Differentiation between T. rubrum and T. mentagrophytes on Serum Albumin Agar (author's transl)].,"Staib, F, F; Engelbert, B, B; Berger, R, R; Fröhlich, B, B",1977,NA,NA
15388,0132-8867,Zdravookhranenie Kirgizii,Zdravookhr Kirg,[Experience with the osteosynthesis of mandibular fractures in the Surgical Stomatology Clinic of the Hospital Clinic of the Kirghisian Republic].,"Pavlov, B L, BL; Mamytov, A M, AM",NA,NA,NA
15391,0514-7484,Zhurnal eksperimental'noi i klinicheskoi meditsiny,Zh Eksp Klin Med,"[Acid-base equilibrium in workers at the ""Polyvinylacetate"" Factory].","Melik-Israelian, S S, SS; Avakian, M A, MA",1976,NA,NA
15392,0001-5989,Acta medica Academiae Scientiarum Hungaricae,Acta Med Acad Sci Hung,[Pathogenic factors in viral diseases of the central nervous system].,"Környey, S, S",1975,NA,NA
15393,0001-6357,Acta odontologica Scandinavica,Acta Odontol Scand,ATP-ase activity in the odontoblastic layer of rat incisor. Determination with a radiochemical and a colorimetric method.,"Granström, G, G; Linde, A, A",1977,NA,NA
15394,0001-6357,Acta odontologica Scandinavica,Acta Odontol Scand,Characterization of kallikrein from human saliva isolated by use of affinity chromatography.,"Modéer, NA, NA",1977,NA,NA
15395,0001-6357,Acta odontologica Scandinavica,Acta Odontol Scand,Characterization of trypsin-like enzymes from human saliva isolated by use of affinity chromatography.,"Söder P-O, NA, NA; Modéer, T, T",1977,NA,NA
15396,0365-4184,"Acta pathologica et microbiologica Scandinavica. Section A, Pathology",Acta Pathol Microbiol Scand A,Myxofibrosarcoma. A study of 30 cases.,"Angervall, L, L; Kindblom, L G, LG; Merck, C, C",1977,Mar,NA
15397,0001-6659,Acta pharmaceutica Hungarica,Acta Pharm Hung,[Dioxane silver nitrate measuring solution in the determination of alkaloid haloids].,"Kotsy, J, J",1977,Feb,NA
15398,0001-6659,Acta pharmaceutica Hungarica,Acta Pharm Hung,"[Sydnocarb, a product of Soviet-Hungarian scientific-technological cooperation].","Petri, G, G",1977,Feb,NA
15399,0001-6683,Acta pharmacologica et toxicologica,Acta Pharmacol Toxicol (Copenh),Disposition of three benzodiazepines after single oral administration in man.,"Wretlind, M, M; Pilbrant, A, A; Sundwall, A, A; Vessman, J, J",1977,Jan,NA
15400,0001-6756,Acta physiologica Academiae Scientiarum Hungaricae,Acta Physiol Acad Sci Hung,Biological studies on the effects of some therapeutic procedures used in psychiatry.,"Zsadányi, O, O",1975,NA,NA
15401,0001-6764,Acta physiologica latino americana,Acta Physiol Lat Am,Solubilization of particle-linked urate oxidase by different agents.,"Otta, M E, ME; Bertini, F, F",1975,NA,NA
15402,0001-6772,Acta physiologica Scandinavica,Acta Physiol Scand,"Effects of acetylsalicylate on alkalinization, acid secretion and electrogenic properties in the isolated gastric mucosa.","Garner, A, A",1977,Mar,NA
15403,0001-6772,Acta physiologica Scandinavica,Acta Physiol Scand,Lower body negative pressure and effects of autonomic heart blockade on cardiovascular responses.,"Bjurstedt, H, H; Rosenhamer, G, G; Tydén, G, G",1977,Mar,NA
15404,0001-6837,Acta poloniae pharmaceutica,Acta Pol Pharm,[Kinetics of drug decay. XLIII. General acid-base catalysis of aminophenazone decay].,"Pawelczyk, E, E; Hermann, T, T; Zak, G, G",1977,NA,NA
15405,0001-6101,Acta medica Scandinavica,Acta Med Scand,Partial correction of hypertension by angiotensin II blockade in a patient with phaeochromocytoma.,"van Hoogdalem, P, P; Donker, A J, AJ; Brentjens, J R, JR; van der Hem, G K, GK; Oosterhuis, J W, JW",1977,NA,NA
15406,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,New first messengers in a pluralistic society of neurotransmitters.,"Giacobini, E, E",1976,NA,NA
15407,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Neurochemical evidence for histamine acting as a transmitter in mammalian brain.,"Schwartz, J C, JC; Barbin, G, G; Garbarg, B M, BM; Pollard, H, H; Rose, C, C; Verdiere, M, M",1976,NA,NA
15408,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,5-Methoxytryptamine: stimulation of 5-HT receptors mediating the rat hyperactivity syndrome and blood platelet aggregation.,"Boullin, D J, DJ; Green, A R, AR",1976,NA,NA
15409,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Taurine: a putative neurotransmitter.,"Mandel, P, P; Pasantes-Morales, H, H",1976,NA,NA
15410,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Possible functions of taurine in the central nervous system.,"Baskin, S I, SI; Leibman, A J, AJ; Cohn, E M, EM",1976,NA,NA
15411,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,The role of proline in nervous transmission.,"Felix, D, D; Künzle, H, H",1976,NA,NA
15412,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Piperidine: a new neuromodulator or a hypogenic substance?,"Giacobini, E, E",1976,NA,NA
15413,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Glutamate and aspartate as transmitters in the spinal cord.,"Johnston, G A, GA",1976,NA,NA
15414,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Eelctrophysiological studies of the action of amino acid transmitters on spinal neurons in tissue culture.,"Hösli, L, L; Andrès, P F, PF; Hösli, E, E",1976,NA,NA
15415,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Peptides and neuronal function.,"Gainer, H, H",1976,NA,NA
15416,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Transmitter-dependent peptide synthesis in the central nervous system.,"Reichelt, K L, KL; Edminson, P D, PD",1976,NA,NA
15417,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Purine nucleotides.,"Burnstock, G, G",1976,NA,NA
15418,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,The nerve growth factor: its widening role and place in neurobiology.,"Levi-Montalcini, R, R",1976,NA,NA
15419,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Glucocorticoid regulation of the serotonergic system of the brain.,"Sze, P Y, PY",1976,NA,NA
15420,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Second messengers: new vistas.,"Costa, E, E",1976,NA,NA
15421,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,A neurobiological role for a protein activator of cyclic nucleotide phosphodiesterase.,"Uzunov, P, P; Gnegy, M, M; Lehne, R, R; Revuelta, A, A; Costa, E, E",1976,NA,NA
15422,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Cellular depolarization and cyclic nucleotide content in central nervous system.,"Ferrendelli, J A, JA",1976,NA,NA
15423,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,A role for cyclic nucleotides and protein kinase in vertebrate photoreception.,"Goridis, C, C; Weller, M, M",1976,NA,NA
15424,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Transsynaptic regulation of nuclear RNA synthesis in adrenal medulla of rats exposed to cold.,"Chuang, D M, DM; Cost, E, E",1976,NA,NA
15425,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Role of histone kinase activation and translocation in the mediation of the transsynaptic induction of tyrosine hydroxylase in rat adrenal medulla.,"Guidotti, A, A; Kurosawa, A, A; Costa, E, E",1976,NA,NA
15426,0065-2229,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,Long-term regulatory mechanisms for tyrosine hydroxylase in sympathetic ganglia and carotid body.,"Hanbauer, I, I",1976,NA,NA
15427,0001-9518,Arztliche Jugendkunde,Arztl Jugendkd,"[Sexual development of boys, treated surgically for dystopia of testicles (author's transl)].","Kleinteich, B, B; Schickedanz, H, H",1977,NA,NA
15428,0044-605X,Acta veterinaria Scandinavica,Acta Vet Scand,A simple method for determination of pepsinogen in bovine serum and plasma.,"Jensen, P T, PT",1977,NA,NA
15429,0044-605X,Acta veterinaria Scandinavica,Acta Vet Scand,Effect of feeding frequency on fermentation pattern and microbial activity in the bovine rumen.,"Jensen, K, K; Wolstrup, J, J",1977,NA,NA
15430,0044-605X,Acta veterinaria Scandinavica,Acta Vet Scand,Occurrence of gaffkaemia in Lobsters in Norway.,"Håstein, T, T; Roald, S O, SO; Kjos-Hansen, B, B; Staveland, K, K",1977,NA,NA
15431,0044-605X,Acta veterinaria Scandinavica,Acta Vet Scand,Fermentation pattern in the bovine rumen after feeding straight feeds.,"Jensen, K, K",1977,NA,NA
15432,0001-723X,Acta virologica,Acta Virol,Study of the priming effect of interferon in L cells. II. Metabolic requirements for the development of primed state.,"Rosztóczy, I, I",1977,Jan,NA
15433,0001-723X,Acta virologica,Acta Virol,Influence of polypeptide molecular and side chain lengths and of side chain steric location on the kinetics of basic polypeptide-induced sensitization of primate cells to transfection.,"Dubes, G R, GR; Wegrzyn, R J, RJ",1977,Jan,NA
15434,0001-723X,Acta virologica,Acta Virol,Susceptibility of various cell lines to virulent an attenuated strains of pseudorabies virus at supraoptimal temperature.,"Golais, F, F; Sabó, A, A; Svobodová, J, J",1977,Jan,NA
15435,0001-723X,Acta virologica,Acta Virol,Effect of streptovirudin on parainfluenza 3 virus multiplication.,"Dobus, M, M; Korbecki, M, M; Szmigielski, S, S; Rytko, J, J",1977,Jan,NA
15436,0001-723X,Acta virologica,Acta Virol,"Sunday Canyon virus, a new ungrouped agent from the tick Argas (A.) cooleyi in Texas.","Yunker, C E, CE; Clifford, C M, CM; Thomas, L A, LA; Keirans, J E, JE; Casals, J, J; George, J E, JE; Parker, J C, JC",1977,Jan,NA
15437,0001-723X,Acta virologica,Acta Virol,Appearance and some unusual features of Epstein-Barr virus antibody production in infectious mononucleosis and other health disorders.,"Stancek, D, D; Kotuliaková, M, M; Hrúzik, J, J",1977,Jan,NA
15438,0001-723X,Acta virologica,Acta Virol,Characteristics of poliovirus type 3 strains after passage through monkey central nervous system.,"Jarzabek, Z J, ZJ; Sadowski, W, W; Janicki, P, P",1977,Jan,NA
15439,0001-723X,Acta virologica,Acta Virol,"6-MFA, an antiviral agent from Aspergillus ochraceus ATCC 28706: influence of body weight and mineral oil administration of the antiviral activity in mice.","Maheshwari, R K, RK; Husain, M M, MM; Gupta, E M, EM",1977,Jan,NA
15440,0001-723X,Acta virologica,Acta Virol,Disintegration of red clover mottle virus virions under different conditions of storage in vitro.,"Marcinka, K, K; Musil, M, M",1977,Jan,NA
15441,0001-723X,Acta virologica,Acta Virol,Effect of a proteolytic enzyme inhbitor on influenza virus replication.,"Ruttkayová-Nedecká, S, S; Russ, G, G",1977,Jan,NA
15442,0001-723X,Acta virologica,Acta Virol,Structure of inclusion bodies of cabbage black ring virus.,"Brcák, J, J; Králík, O, O",1977,Jan,NA
15443,0001-723X,Acta virologica,Acta Virol,An iridovirus from larvae of Culiseta annulata and Culex territans.,"Buchatsky, L P, LP",1977,Jan,NA
15444,0001-723X,Acta virologica,Acta Virol,Japanese encephalitis virus multiplication in the regional rabbit ear vein in the early viremic period.,"TamuraH, NA, NA; Ishihara, C, C; Sugamata, M, M; Miura, R, R",1977,Jan,NA
15445,0001-723X,Acta virologica,Acta Virol,Reproduction of coxsackievirus A 5 in human embryo skin-muscle explants.,"Schwanzerová, I, I",1977,Jan,NA
15446,0001-723X,Acta virologica,Acta Virol,Vaccination of naturally infected ewes against Q-fever.,"Sádecký, E, E; Brezina, R, R",1977,Jan,NA
15447,0002-8703,American heart journal,Am Heart J,Psychological aspects of cardiac arrhythmia.,"Lynch, J J, JJ; Paskewitz, D A, DA; Gimbel, K S, KS; Thomas, S A, SA",1977,May,NA
15448,0002-9149,The American journal of cardiology,Am J Cardiol,Internal mammary artery graft for ischemic heart disease. Effect of revascularization on clinical status and survival.,"Loop, F D, FD; Irarrazaval, M J, MJ; Bredee, J J, JJ; Siegel, W, W; Taylor, P C, PC; Sheldon, W C, WC",1977,Apr,NA
15449,0090-2942,The American journal of Chinese medicine,Am J Chin Med (Gard City N Y),"Enkephalin, drug addiction and acupuncture.","Chen, G S, GS",1977,NA,NA
15450,0002-922X,American journal of diseases of children (1960),Am J Dis Child,"The Silver-Russel syndrome: a case with sexual ambiguity, and a review of literature.","Marks, L J, LJ; Bergeson, P S, PS",1977,Apr,NA
15451,0002-9297,American journal of human genetics,Am J Hum Genet,Detection of heterozygotes for tyrosinase-negative oculocutaneous albinism by hairbulb tyrosinase assay.,"King, R A, RA; Witkop, C J, CJ",1977,Mar,NA
15452,0002-9297,American journal of human genetics,Am J Hum Genet,Very low arylsulfatase A and cerebroside sulfatase activities in leukocytes of healthy members of metachromatic leukodystrophy family.,"Dubois, G, G; Harzer, K, K; Baumann, N, N",1977,Mar,NA
15453,0002-9343,The American journal of medicine,Am J Med,Psychotherapeutic agents in renal failure.,"Viederman, M, M; Rusk, G H, GH",1977,Apr,NA
15456,0002-9378,American journal of obstetrics and gynecology,Am J Obstet Gynecol,Factors determining human chorion laeve permeability in vitro.,"Seeds, A E, AE; Eichhorst, B C, BC; Stolee, A, A",1977,May,01
15454,0002-9629,The American journal of the medical sciences,Am J Med Sci,Immunopathological aspects of hepatitis type B.,"Nowoslawski, A, A; Krawczynski, K, K; Nazarewicz, T, T; Slusarczyk, J, J",NA,NA,NA
15455,0002-9629,The American journal of the medical sciences,Am J Med Sci,Treatment of Bacteroides endocarditis with carbenicillin.,"Al-Ibrahim, M S, MS; Holzman, R S, RS",NA,NA,NA
15457,0002-9513,The American journal of physiology,Am J Physiol,Effects of calcium on renin and aldosterone in the rat.,"Kotchen, T A, TA; Galla, J H, JH; Luke, R G, RG",1977,Apr,NA
15458,0002-9513,The American journal of physiology,Am J Physiol,Metabolic features of isolated rat lung cells. I. Factors controlling glucose utilization.,"Pérez-Díaz, J, J; Martín-Requero, A, A; Ayuso-Parrila, M S, MS; Parrilla, R, R",1977,Apr,NA
15459,0002-9513,The American journal of physiology,Am J Physiol,Glucose and lactate kinetics in burn shock.,"Wolfe, R R, RR; Miller, H I, HI; Spitzer, J J, JJ",1977,Apr,NA
15460,0002-9513,The American journal of physiology,Am J Physiol,pH gradients in the developing teeth of young mice from autoradiography of [14C]DMO.,"Lyman, G E, GE; Waddell, W J, WJ",1977,Apr,NA
15461,0002-9513,The American journal of physiology,Am J Physiol,Computer simulation of ischemic rat heart purine metabolism. II. Model behavior.,"Kohn, M C, MC; Garfinkel, D, D",1977,Apr,NA
15462,0002-953X,The American journal of psychiatry,Am J Psychiatry,Psychoneuroendocrinology of affective disorder: an overview.,"Ettigi, P G, PG; Brown, G M, GM",1977,May,NA
15463,0002-953X,The American journal of psychiatry,Am J Psychiatry,Spinal cord injury: a role for the psychiatrist.,"Stewart, T D, TD",1977,May,NA
15464,0002-9610,American journal of surgery,Am J Surg,Characteristics of release of duodenal gastrin.,"Wesdorp, R I, RI; Funovics, J M, JM; Hirsch, H, H; Fischer, J E, JE",1977,Mar,NA
15465,0002-9610,American journal of surgery,Am J Surg,Intestinal brush border enzymes after short-term mesenteric ischemia.,"Bounous, G, G; Konok, G, G",1977,Mar,NA
15466,0002-4252,The Alabama journal of medical sciences,Ala J Med Sci,"Analysis of employment turnover and job satisfaction of physician's assistants graduated from the Physician's Assistant Program of the University of Alabama in Birmingham, 1972-1975.","Bottom, W D, WD",1977,Jan,NA
15467,0003-2409,Anaesthesia,Anaesthesia,Rapid intubation with fazadinium. A comparison of fazadinium with suxamethonium and alcuronium.,"Hartley, J M, JM; Fidler, K, K",1977,Jan,NA
15468,0003-2697,Analytical biochemistry,Anal Biochem,"A high-pressure liquid chromatographic method for measuring 3', 5'-cyclic AMP in brain.","Chiu, A, A; Eccleston, D, D",1977,Mar,NA
15469,0003-2697,Analytical biochemistry,Anal Biochem,Electrofocusing in natural pH gradients formed by buffers: gradient modification.,"Nguyen, N Y, NY; Salokangas, A, A; Chrambach, A, A",1977,Mar,NA
15470,0003-2697,Analytical biochemistry,Anal Biochem,A tritium exchange method for characterization of modified histidyl residues and its application to fumarase.,"Rogers, G A, GA",1977,Apr,NA
15471,0003-2999,Anesthesia and analgesia,Anesth Analg,Mechanisms of chronotropic effects of volatile inhalation anesthetics.,"Krisna, G, G; Paradise, R R, RR",NA,NA,NA
15473,0003-3022,Anesthesiology,Anesthesiology,Depression of phase-transition temperature in a model cell membrane by local anesthetics.,"Ueda, I, I; Tashiro, C, C; Arakawa, K, K",1977,May,NA
15474,0003-3022,Anesthesiology,Anesthesiology,Mutagenicity of halogenated ether anesthetics.,"Baden, J M, JM; Kelley, M, M; Wharton, R S, RS; Hitt, B A, BA; Simmon, V F, VF; Mazze, R I, RI",1977,May,NA
15472,0003-2999,Anesthesia and analgesia,Anesth Analg,"Arrhythmic doses of epinephrine and dopamine during halothane, enflurane, methoxyflurane, and fluroxene anesthesia in goats.","Zahed, B, B; Miletich, D J, DJ; Ivankovich, A D, AD; Albrecht, R F, RF; Toyooka, E T, ET",NA,NA,NA
15475,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Study of a new anesthetic agent: Etomidate (R 26490). Unusual electroencephalic aspects].,"Macrez, NA, NA; Paty, J, J; Renou, A M, AM; Sabathié, M, M",1976,NA,NA
15476,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Effects of Etomidate on ventilation and blood gases].,"Rifat, K, K; Gamulin, Z, Z; Gemperlé, M, M",1976,NA,NA
15477,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Hemodynamic effects of Etomidate].,"du Cailar, J, J; Béssou, D, D; Griffe, O, O; Kienlen, J, J",1976,NA,NA
15478,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Use of the diazepam-pentazocine (pentazepam) combination in anesthesiology].,"D'Athis, F, F; Lauret, F, F",1976,NA,NA
15479,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,"[Toxico-pharmacologic study of a curarimimetic, AH 8165, in relation to storage time].","Bouyard, P, P; Bruguerolle, B, B; Jadot, G, G; Valli, M, M",1976,NA,NA
15480,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Effects of Alfatesine (ct 1341) on cerebral blood flow and metabolism in man. Global and regional changes].,"Renou, A M, AM; Vernihiet, J, J; Orgogozo, J M, JM; Caille, J M, JM",1976,NA,NA
15481,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Correction of the alphamimetic effects of metaraminol by nicergoline].,"Maestracci, P, P; Grimaud, D, D; Livrelli, N, N; Griffon, H, H",1976,NA,NA
15482,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Continuous measurement of arterial pressure by means of an arterial catheter. Its value in secondary transport].,"Tonellot, J L, JL; Estorc, J, J; Gippet, J, J; Blanc, J F, JF; Serre, L, L",1976,NA,NA
15483,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Use of the Stryker bed in an medical emergency care vehicle].,"Forget, E, E; Porta, M C, MC; Couffy, R, R",1976,NA,NA
15484,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Use of constant perithoracic negative pressure in the transport of newborn infants with severe forms of idiopathic respiratory distress].,"Tonellot, J L, JL; Estorc, J, J; Gippet, J, J; Blanc, J F, JF; Serre, L, L",1976,NA,NA
15485,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Do enzyme determinations have any prognostic value in neurotraumatology?].,"Lévy, G, G; Rivals, A, A; Bertando, J, J; Francois, G, G",1976,NA,NA
15486,0003-4061,Annales de l'anesthesiologie francaise,Ann Anesthesiol Fr,[Value of cerebral metabolic exploration in post-traumatic coma states in the acute phase].,"Roquefeuil, B, B; Baldy-Moulinier, M, M; Frérebeau, P, P; Viguié, E, E; Escuret, E, E",1976,NA,NA
15487,0002-9645,American journal of veterinary research,Am J Vet Res,Characteristics of two new reticuloendotheliosis virus isolates of turkeys.,"Paul, P S, PS; Pomeroy, K A, KA; Muscoplat, C C, CC; Pomeroy, B S, BS; Sarma, P S, PS",1977,Mar,NA
15488,0002-9645,American journal of veterinary research,Am J Vet Res,"Body position and mode of ventilation influences arterial pH, oxygen, and carbon dioxide tensions in halothane-anesthetized horses.","Steffey, E P, EP; Wheat, J D, JD; Meagher, D M, DM; Norrie, R D, RD; McKee, J, J; Brown, M, M; Arnold, J, J",1977,Mar,NA
15489,0002-9645,American journal of veterinary research,Am J Vet Res,Effects of electroanesthesia and a phenothiazine tranquilizer on thermoregulation in the sheep.,"Hofman, W F, WF; Riegle, G D, GD",1977,Mar,NA
15490,0002-9645,American journal of veterinary research,Am J Vet Res,Microimmunodiffusion test for detection of antibodies to infectious bovine rhinotracheitis virus in bovine serum.,"LeJeune, J M, JM; Hart, L T, LT; Larson, A D, AD; Seger, C L, CL",1977,Apr,NA
15491,0003-0805,The American review of respiratory disease,Am Rev Respir Dis,The syndrome of inappropriate secretion of antidiuretic hormone associated with anaerobic thoracic empyema.,"Petty, B G, BG; Smith, C R, CR",1977,Apr,NA
15493,0003-4193,Annales de recherches veterinaires. Annals of veterinary research,Ann Rech Vet,Gastrointestinal motility in the ruminant: influence of the nature of feed.,"Dougherty, R W, RW; Riley, J L, JL; Cook, H M, HM",1976,NA,NA
15492,0300-5410,Annales de microbiologie,Ann Microbiol (Paris),"[Study on L-malic acid catabolism by ""Lactobacillus casei"" cells immobilized into polyacrylamide gel lattice (author's transl)].","Divies, C, C; Siess, M H, MH",NA,NA,NA
15494,0300-4910,Annales d'immunologie,Ann Immunol (Paris),[Cross reactions of higher type-specific capsular polysaccharides of Klebsiella in antipneumococcal sera].,"Heidelberger, M, M; Nimmich, W, W",NA,NA,NA
15495,0300-4910,Annales d'immunologie,Ann Immunol (Paris),[Role of adherent cells in GVH induced immunosuppression].,"Elie, R, R; Brousseau, P, P; Chaput, J, J",NA,NA,NA
